Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-53684-80-6,172.16.0.1,53684,192.168.10.50,80,6,5/7/2017 9:48,507661,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,455.0280601,11.81891065,101532.2,226626.5613,506934.0,33.0,507661.0,169220.3333,292511.0919,506983.0,182.0,694.0,694.0,0.0,694.0,694.0,0,0,0,0,136,72,7.879273767,3.939636884,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53682-80-6,172.16.0.1,53682,192.168.10.50,80,6,5/7/2017 9:48,508102,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,454.6331248,11.80865259,101620.4,226715.3456,507181.0,44.0,508102.0,169367.3333,292601.9971,507235.0,341.0,877.0,877.0,0.0,877.0,877.0,0,0,0,0,136,72,7.872435062,3.936217531,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53678-80-6,172.16.0.1,53678,192.168.10.50,80,6,5/7/2017 9:48,508471,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,454.3031953,11.80008299,101694.2,226897.8297,507581.0,37.0,508471.0,169490.3333,292836.0617,507628.0,37.0,842.0,842.0,0.0,842.0,842.0,0,0,0,0,136,72,7.866721996,3.933360998,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53680-80-6,172.16.0.1,53680,192.168.10.50,80,6,5/7/2017 9:48,508142,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,454.597337,11.80772304,101628.4,226890.8984,507503.0,1.0,508142.0,169380.6667,292908.3903,507602.0,1.0,622.0,622.0,0.0,622.0,622.0,0,0,0,0,136,72,7.871815359,3.935907679,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53674-80-6,172.16.0.1,53674,192.168.10.50,80,6,5/7/2017 9:48,508780,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,454.0272809,11.79291639,101756.0,226855.963,507568.0,32.0,508780.0,169593.3333,292728.4251,507607.0,545.0,1180.0,1180.0,0.0,1180.0,1180.0,0,0,0,0,136,72,7.861944259,3.930972129,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53672-80-6,172.16.0.1,53672,192.168.10.50,80,6,5/7/2017 9:48,508971,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,453.8568995,11.7884909,101794.2,227128.0669,508093.0,50.0,508971.0,169657.0,293174.8689,508186.0,91.0,828.0,828.0,0.0,828.0,828.0,0,0,0,0,136,72,7.858993931,3.929496965,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53676-80-6,172.16.0.1,53676,192.168.10.50,80,6,5/7/2017 9:48,508802,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,454.0076493,11.79240648,101760.4,226945.1161,507732.0,48.0,508802.0,169600.6667,292871.9244,507780.0,377.0,973.0,973.0,0.0,973.0,973.0,0,0,0,0,136,72,7.861604318,3.930802159,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53670-80-6,172.16.0.1,53670,192.168.10.50,80,6,5/7/2017 9:48,509005,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,453.8265832,11.78770346,101801.0,227209.2703,508245.0,18.0,509005.0,169668.3333,293252.5658,508287.0,18.0,727.0,727.0,0.0,727.0,727.0,0,0,0,0,136,72,7.858468974,3.929234487,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53668-80-6,172.16.0.1,53668,192.168.10.50,80,6,5/7/2017 9:48,509755,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,453.1588704,11.77036027,101951.0,227478.0883,508876.0,35.0,509755.0,169918.3333,293576.3144,508911.0,245.0,835.0,835.0,0.0,835.0,835.0,0,0,0,0,136,72,7.846906847,3.923453424,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53664-80-6,172.16.0.1,53664,192.168.10.50,80,6,5/7/2017 9:48,509858,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,453.0673246,11.76798246,101971.6,227599.1032,509113.0,22.0,509858.0,169952.6667,293740.6688,509135.0,63.0,710.0,710.0,0.0,710.0,710.0,0,0,0,0,136,72,7.845321639,3.922660819,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53666-80-6,172.16.0.1,53666,192.168.10.50,80,6,5/7/2017 9:48,509869,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,453.0575501,11.76772857,101973.8,227519.0043,508972.0,74.0,509869.0,169956.3333,293688.0921,509078.0,137.0,823.0,823.0,0.0,823.0,823.0,0,0,0,0,136,72,7.845152382,3.922576191,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53658-80-6,172.16.0.1,53658,192.168.10.50,80,6,5/7/2017 9:48,510596,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,452.4124748,11.75097337,102119.2,227897.77,509795.0,23.0,510596.0,170198.6667,294154.5058,509859.0,239.0,778.0,778.0,0.0,778.0,778.0,0,0,0,0,136,72,7.833982248,3.916991124,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53662-80-6,172.16.0.1,53662,192.168.10.50,80,6,5/7/2017 9:48,509955,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,452.9811454,11.76574404,101991.0,227585.4517,509108.0,68.0,509955.0,169985.0,293753.3916,509182.0,68.0,775.0,775.0,0.0,775.0,775.0,0,0,0,0,136,72,7.843829357,3.921914679,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53656-80-6,172.16.0.1,53656,192.168.10.50,80,6,5/7/2017 9:48,510695,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,452.3247731,11.74869541,102139.0,227974.4759,509952.0,44.0,510695.0,170231.6667,294253.2767,510006.0,138.0,699.0,699.0,0.0,699.0,699.0,0,0,0,0,136,72,7.832463604,3.916231802,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53652-80-6,172.16.0.1,53652,192.168.10.50,80,6,5/7/2017 9:48,510943,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,452.105225,11.74299286,102188.6,228112.8387,510249.0,4.0,510943.0,170314.3333,294421.6823,510283.0,4.0,649.0,649.0,0.0,649.0,649.0,0,0,0,0,136,72,7.828661906,3.914330953,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53654-80-6,172.16.0.1,53654,192.168.10.50,80,6,5/7/2017 9:48,510776,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,452.2530424,11.74683227,102155.2,228059.3521,510120.0,35.0,510776.0,170258.6667,294358.9755,510155.0,49.0,610.0,610.0,0.0,610.0,610.0,0,0,0,0,136,72,7.831221514,3.915610757,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53650-80-6,172.16.0.1,53650,192.168.10.50,80,6,5/7/2017 9:48,511453,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,451.6544042,11.73128323,102290.6,228355.9324,510786.0,30.0,511453.0,170484.3333,294735.9249,510816.0,137.0,616.0,616.0,0.0,616.0,616.0,0,0,0,0,136,72,7.820855484,3.910427742,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53648-80-6,172.16.0.1,53648,192.168.10.50,80,6,5/7/2017 9:48,511524,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,451.5917142,11.72965491,102304.8,228310.5506,510719.0,40.0,511524.0,170508.0,294666.0496,510759.0,229.0,756.0,756.0,0.0,756.0,756.0,0,0,0,0,136,72,7.819769942,3.909884971,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53646-80-6,172.16.0.1,53646,192.168.10.50,80,6,5/7/2017 9:48,511605,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,451.5202158,11.72779781,102321.0,228383.6939,510866.0,47.0,511605.0,170535.0,294776.1035,510913.0,93.0,686.0,686.0,0.0,686.0,686.0,0,0,0,0,136,72,7.818531875,3.909265938,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53642-80-6,172.16.0.1,53642,192.168.10.50,80,6,5/7/2017 9:48,512287,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,450.9191137,11.71218477,102457.4,228665.7302,511507.0,56.0,512287.0,170762.3333,295176.7227,511603.0,176.0,724.0,724.0,0.0,724.0,724.0,0,0,0,0,136,72,7.808123181,3.90406159,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53640-80-6,172.16.0.1,53640,192.168.10.50,80,6,5/7/2017 9:48,512310,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,450.8988698,11.71165896,102462.0,228638.0217,511462.0,43.0,512310.0,170770.0,295112.0529,511536.0,233.0,805.0,805.0,0.0,805.0,805.0,0,0,0,0,136,72,7.807772638,3.903886319,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53644-80-6,172.16.0.1,53644,192.168.10.50,80,6,5/7/2017 9:48,511799,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,451.3490648,11.72335233,102359.8,228484.4499,511085.0,38.0,511799.0,170599.6667,294911.5208,511134.0,48.0,676.0,676.0,0.0,676.0,676.0,0,0,0,0,136,72,7.815568221,3.907784111,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53638-80-6,172.16.0.1,53638,192.168.10.50,80,6,5/7/2017 9:48,512418,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,450.8038359,11.70919054,102483.6,228723.8017,511637.0,46.0,512418.0,170806.0,295210.8348,511686.0,129.0,735.0,735.0,0.0,735.0,735.0,0,0,0,0,136,72,7.806127029,3.903063515,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53636-80-6,172.16.0.1,53636,192.168.10.50,80,6,5/7/2017 9:48,512661,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,450.5901561,11.70364042,102532.2,228816.9023,511852.0,3.0,512661.0,170887.0,295340.0086,511916.0,3.0,762.0,762.0,0.0,762.0,762.0,0,0,0,0,136,72,7.802426945,3.901213472,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53634-80-6,172.16.0.1,53634,192.168.10.50,80,6,5/7/2017 9:48,513189,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,450.1265616,11.691599,102637.8,229017.1479,512316.0,44.0,513189.0,171063.0,295590.9549,512382.0,270.0,829.0,829.0,0.0,829.0,829.0,0,0,0,0,136,72,7.794399334,3.897199667,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53632-80-6,172.16.0.1,53632,192.168.10.50,80,6,5/7/2017 9:48,513244,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,450.0783253,11.69034611,102648.8,229066.8915,512416.0,88.0,513244.0,171081.3333,295680.7839,512504.0,151.0,737.0,737.0,0.0,737.0,737.0,0,0,0,0,136,72,7.793564075,3.896782037,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53630-80-6,172.16.0.1,53630,192.168.10.50,80,6,5/7/2017 9:48,513308,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,450.0222089,11.68888854,102661.6,229100.0365,512488.0,33.0,513308.0,171102.6667,295690.0386,512536.0,145.0,787.0,787.0,0.0,787.0,787.0,0,0,0,0,136,72,7.792592362,3.896296181,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
172.16.0.1-192.168.10.50-53628-80-6,172.16.0.1,53628,192.168.10.50,80,6,5/7/2017 9:48,514898,4,2,231,0.0,231,0,57.75,115.5,0,0,0.0,0.0,448.6325447,11.65279337,102979.6,229308.8185,513179.0,18.0,514898.0,171632.6667,295833.7622,513232.0,642.0,1701.0,1701.0,0.0,1701.0,1701.0,0,0,0,0,136,72,7.768528913,3.884264456,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS slowloris
