Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.3-192.168.10.12-88-49894-6,192.168.10.12,49894,192.168.10.3,88,6,5/7/2017 8:43,1080,9,6,3130,3124.0,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5790740.741,13888.88889,77.14285714,212.1145761,811.0,1.0,1080.0,135.0,308.0987782,894.0,1.0,993.0,198.6,345.9498519,811.0,3.0,0,0,0,0,304,208,8333.333333,5555.555556,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,260,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-389-43838-6,192.168.10.12,43838,192.168.10.3,389,6,5/7/2017 8:43,5008522,39,26,5996,10284.0,403,0,153.7435897,139.3017773,1173,126,395.5384615,344.6042636,3250.459916,12.9778805,78258.15625,387630.6852,2673701.0,3.0,5008522.0,131803.2105,498594.8965,2673701.0,3.0,3570045.0,142801.8,559237.1266,2715645.0,3.0,1,0,0,0,1248,832,7.7867283,5.1911522,0,1173,249.5151515,266.6626934,71108.99207,0,1,0,0,1,0,0,0,0,253.3538462,153.7435897,395.5384615,1248,0,0,0,0,0,0,39,5996,26,10284,367,2078,25,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-3268-59666-6,192.168.10.12,59666,192.168.10.3,3268,6,5/7/2017 8:43,4955405,33,24,4990,5060.0,403,0,151.2121212,120.1469823,242,72,210.8333333,63.43477764,2028.088522,11.50259161,88489.375,415887.6335,2716857.0,1.0,4955405.0,154856.4063,544298.365,2716857.0,1.0,3520965.0,153085.4348,583284.1464,2717127.0,48.0,1,0,0,0,1056,768,6.659395145,4.843196469,0,403,180.2241379,107.1457514,11480.21204,0,1,0,0,1,0,0,0,0,183.3859649,151.2121212,210.8333333,1056,0,0,0,0,0,0,33,4990,24,5060,299,2077,23,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
131.253.61.82-192.168.10.15-443-49452-6,192.168.10.15,49452,131.253.61.82,443,6,5/7/2017 8:43,274441,12,14,5763,16108.0,3425,0,480.25,1016.589944,3121,0,1150.571429,863.040307,79692.90303,94.73803113,10977.64,19256.03424,52399.0,14.0,274427.0,24947.90909,30158.77837,87669.0,51.0,228316.0,17562.76923,28235.11155,75974.0,48.0,0,0,0,0,252,292,43.72524513,51.01278599,0,3425,810.037037,973.4094119,947525.8832,0,0,0,1,0,0,0,0,1,841.1923077,480.25,1150.571429,252,0,0,0,0,0,0,12,5763,14,16108,8192,256,11,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
131.253.61.82-192.168.10.15-443-49452-6,192.168.10.15,49452,131.253.61.82,443,6,5/7/2017 8:43,4,2,0,91,0.0,85,6,45.5,55.86143571,0,0,0.0,0.0,22800000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,500000.0,0.0,6,85,58.66666667,45.61067127,2080.333333,0,1,0,0,1,0,0,0,0,88.0,45.5,0.0,40,0,0,0,0,0,0,2,91,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-49666-49184-6,192.168.10.8,49184,192.168.10.3,49666,6,5/7/2017 8:42,24367839,11,6,920,912.0,224,0,83.63636364,110.1219985,328,0,152.0,147.8593927,75.1810614,0.697640854,1522989.938,6037953.463,24200000.0,1.0,24400000.0,2436783.9,7634615.282,24200000.0,1.0,606.0,121.2,138.2378385,345.0,3.0,0,0,0,0,244,144,0.45141467,0.246226184,0,328,101.7777778,123.5963809,15276.06536,0,0,0,1,0,0,0,0,0,107.7647059,83.63636364,152.0,244,0,0,0,0,0,0,11,920,6,912,8192,2052,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-135-49183-6,192.168.10.8,49183,192.168.10.3,135,6,5/7/2017 8:42,24368732,11,6,686,560.0,168,0,62.36363636,80.65143858,172,0,93.33333333,77.75517132,51.13109701,0.697615288,1523045.75,6040744.066,24200000.0,1.0,24400000.0,2436873.2,7638281.342,24200000.0,1.0,511.0,102.2,96.78429625,209.0,1.0,0,0,0,0,244,144,0.451398128,0.246217161,0,172,69.22222222,78.24287643,6121.947712,0,0,0,1,0,0,0,0,0,73.29411765,62.36363636,93.33333333,244,0,0,0,0,0,0,11,686,6,560,8192,2052,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-49666-49184-6,192.168.10.8,49184,192.168.10.3,49666,6,5/7/2017 8:43,47,1,3,6,18.0,6,6,6.0,0.0,6,6,6.0,0.0,510638.2979,85106.38298,15.66666667,22.81081615,42.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0.707106781,3.0,2.0,0,0,0,0,20,60,21276.59574,63829.78723,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,16311,2052,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-135-49183-6,192.168.10.8,49183,192.168.10.3,135,6,5/7/2017 8:43,60,1,3,6,18.0,6,6,6.0,0.0,6,6,6.0,0.0,400000.0,66666.66667,20.0,24.75883681,48.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,24.5,33.23401872,48.0,1.0,0,0,0,0,20,60,16666.66667,50000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,16355,2052,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.15-23.61.187.27-49441-80-6,23.61.187.27,80,192.168.10.15,49441,6,5/7/2017 8:43,130,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,138461.5385,23076.92308,65.0,43.84062043,96.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,34.0,34.0,0,0,0,0,20,40,7692.307692,15384.61538,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,946,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
134.170.51.247-192.168.10.14-443-49466-6,192.168.10.14,49466,134.170.51.247,443,6,5/7/2017 8:43,8356382,62,92,182818,36159.0,23360,0,2948.677419,4935.978657,2920,0,393.0326087,696.9252479,26204.76182,18.42902826,54616.87582,459328.7534,5549208.0,1.0,8356382.0,136989.8689,723399.0854,5549208.0,14.0,8125444.0,89290.59341,604689.8295,5629954.0,1.0,0,0,0,0,1252,1852,7.419478908,11.00954935,0,23360,1412.754839,3394.340495,11500000.0,0,0,0,1,0,0,0,0,1,1421.928571,2948.677419,393.0326087,1252,0,0,0,0,0,0,62,182818,92,36159,8192,256,61,20,2573038.0,0.0,2573038.0,2573038.0,5549208.0,0.0,5549208.0,5549208.0,BENIGN
134.170.51.247-192.168.10.14-443-49468-6,192.168.10.14,49468,134.170.51.247,443,6,5/7/2017 8:43,219614,8,7,1691,4635.0,773,0,211.375,288.1011417,1460,0,662.1428571,644.2596341,28805.08529,68.30165654,15686.71429,23498.07734,54428.0,3.0,219614.0,31373.42857,26851.21257,54690.0,3.0,167090.0,27848.33333,29986.27361,60644.0,49.0,0,0,0,0,172,152,36.42755016,31.87410639,0,1460,395.375,516.1888382,266450.9167,0,0,0,1,0,0,0,0,0,421.7333333,211.375,662.1428571,172,0,0,0,0,0,0,8,1691,7,4635,8192,256,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-40.77.226.220-49470-443-6,192.168.10.14,49470,40.77.226.220,443,6,5/7/2017 8:43,401498,7,7,750,6161.0,341,0,107.1428571,137.1354909,1460,0,880.1428571,654.4283583,17213.03718,34.86941404,30884.46154,46810.52115,99732.0,18.0,303778.0,50629.66667,53648.04057,101376.0,150.0,304250.0,50708.33333,55405.9463,103306.0,48.0,0,0,0,0,152,152,17.43470702,17.43470702,0,1460,460.7333333,597.6910892,357234.6381,0,0,0,1,0,0,0,0,1,493.6428571,107.1428571,880.1428571,152,0,0,0,0,0,0,7,750,7,6161,8192,511,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.14-40.77.226.220-49470-443-6,192.168.10.14,49470,40.77.226.220,443,6,5/7/2017 8:43,76,3,0,97,0.0,85,6,32.33333333,45.61067127,0,0,0.0,0.0,1276315.789,39473.68421,38.0,15.55634919,49.0,27.0,76.0,38.0,15.55634919,49.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,39473.68421,0.0,6,85,25.75,39.5,1560.25,0,0,0,0,1,0,0,0,0,34.33333333,32.33333333,0.0,60,0,0,0,0,0,0,3,97,0,0,258,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13792-44459-6,192.168.10.9,13792,192.168.10.50,44459,6,5/7/2017 8:43,28460,14,9,20526,42.0,2920,0,1466.142857,1134.63114,6,0,4.666666667,2.645751311,722698.5242,808.151792,1293.636364,4788.956508,22024.0,1.0,28335.0,2179.615385,6169.203454,22024.0,1.0,28380.0,3547.5,7799.772213,22177.0,3.0,0,0,0,0,304,204,491.9184821,316.2333099,0,2920,857.0,1126.818646,1269720.261,0,0,0,1,0,0,0,0,0,894.2608696,1466.142857,4.666666667,304,0,0,0,0,0,0,14,20526,9,42,8192,389,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13792-44459-6,192.168.10.50,44459,192.168.10.9,13792,6,5/7/2017 8:43,29,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,413793.1034,68965.51724,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,34482.75862,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,389,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13791-21-6,192.168.10.9,13791,192.168.10.50,21,6,5/7/2017 8:43,282747,18,25,200,482.0,43,0,11.11111111,12.18914121,52,0,19.28,14.39189587,2412.050349,152.0794208,6732.071429,23350.11838,127528.0,1.0,282690.0,16628.82353,41693.0387,135705.0,1.0,282642.0,11776.75,30248.40112,127607.0,1.0,0,0,0,0,384,524,63.6611529,88.41826792,0,52,15.5,14.01079318,196.3023256,0,0,0,1,0,0,0,0,1,15.86046512,11.11111111,19.28,384,0,0,0,0,0,0,18,200,25,482,8192,229,16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13791-21-6,192.168.10.50,21,192.168.10.9,13791,6,5/7/2017 8:43,54,1,3,6,18.0,6,6,6.0,0.0,6,6,6.0,0.0,444444.4444,74074.07407,18.0,26.05762844,48.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,24.5,33.23401872,48.0,1.0,0,0,0,0,20,60,18518.51852,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,20,0,0,0,0,0,0,1,6,3,18,229,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13790-22-6,192.168.10.9,13790,192.168.10.50,22,6,5/7/2017 8:43,5752032,37,46,2622,9002.0,408,0,70.86486486,103.7459938,976,0,195.6956522,347.9161374,2020.851066,14.42968328,70146.73171,458981.8465,4052468.0,1.0,5752032.0,159778.6667,690451.1152,4052468.0,3.0,4778670.0,106192.6667,606483.0875,4073164.0,1.0,0,0,0,0,788,944,6.432509416,7.997173868,0,976,138.3809524,272.7249775,74378.91337,0,0,0,1,0,0,0,0,1,140.0481928,70.86486486,195.6956522,788,0,0,0,0,0,0,37,2622,46,9002,8192,245,33,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13790-22-6,192.168.10.9,13790,192.168.10.50,22,6,5/7/2017 8:43,142,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,84507.04225,14084.50704,142.0,0.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,7042.253521,7042.253521,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,245,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-88-49902-6,192.168.10.12,49902,192.168.10.3,88,6,5/7/2017 8:43,1142,9,6,3130,3124.0,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5476357.268,13134.85114,81.57142857,218.0690484,836.0,1.0,1142.0,142.75,317.6020646,923.0,1.0,1051.0,210.2,351.9043904,836.0,5.0,0,0,0,0,304,208,7880.910683,5253.940455,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13803-22-6,192.168.10.9,13803,192.168.10.50,22,6,5/7/2017 8:43,1458576,35,40,2686,6718.0,408,0,76.74285714,105.4269591,976,0,167.95,324.0548347,6447.384298,51.42001514,19710.48649,115196.1513,969444.0,0.0,1458576.0,42899.29412,181117.3421,1010400.0,3.0,488984.0,12538.05128,36938.91149,206203.0,1.0,0,0,0,0,724,824,23.99600706,27.42400807,0,976,123.7368421,248.8413882,61922.03649,0,0,0,1,0,0,0,0,1,125.3866667,76.74285714,167.95,724,0,0,0,0,0,0,35,2686,40,6718,8192,245,33,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.9-192.168.10.50-13803-22-6,192.168.10.9,13803,192.168.10.50,22,6,5/7/2017 8:43,171,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,70175.4386,11695.90643,171.0,0.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,5847.953216,5847.953216,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,250,245,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
173.194.206.108-192.168.10.9-465-13795-6,192.168.10.9,13795,173.194.206.108,465,6,5/7/2017 8:43,4024651,19,26,1370,4702.0,378,0,72.10526316,86.4650827,1430,0,180.8461538,394.0038266,1508.702245,11.18109371,91469.34091,222608.7549,1071787.0,1.0,3974986.0,220832.5556,345846.1108,1112954.0,8450.0,3975431.0,159017.24,289807.0361,1071787.0,1.0,0,0,0,0,416,532,4.720906235,6.46018748,0,1430,132.0,304.1624566,92514.8,0,0,0,1,0,0,0,0,1,134.9333333,72.10526316,180.8461538,416,0,0,0,0,0,0,19,1370,26,4702,8192,176,16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
173.194.206.108-192.168.10.9-465-13795-6,192.168.10.9,13795,173.194.206.108,465,6,5/7/2017 8:43,384,3,0,49,0.0,37,6,16.33333333,17.89785834,0,0,0.0,0.0,127604.1667,7812.5,192.0,246.0731599,366.0,18.0,384.0,192.0,246.0731599,366.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,7812.5,0.0,6,37,13.75,15.5,240.25,0,0,0,0,1,0,0,0,0,18.33333333,16.33333333,0.0,60,0,0,0,0,0,0,3,49,0,0,255,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-88-49904-6,192.168.10.12,49904,192.168.10.3,88,6,5/7/2017 8:43,1111,9,6,3130,3124.0,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5629162.916,13501.35014,79.35714286,219.1969986,838.0,1.0,1111.0,138.875,316.7479564,919.0,1.0,1025.0,205.0,357.491958,838.0,4.0,0,0,0,0,304,208,8100.810081,5400.540054,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.12-88-49906-6,192.168.10.12,49906,192.168.10.3,88,6,5/7/2017 8:44,1108,9,6,3130,3124.0,1565,0,347.7777778,690.1001336,1562,0,520.6666667,806.6133316,5644404.332,13537.90614,79.14285714,210.628677,807.0,2.0,1108.0,138.5,299.0160053,875.0,3.0,1028.0,205.6,342.7029326,807.0,2.0,0,0,0,0,304,208,8122.743682,5415.162455,0,1565,390.875,699.2188856,488907.05,0,0,0,1,0,0,0,0,0,416.9333333,347.7777778,520.6666667,304,0,0,0,0,0,0,9,3130,6,3124,29200,2081,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
